state,county,Th1_Historic_Undervaccination,Th2_Sociodemographic_Barriers,Th3_Resource_constrained_Healthcare_System,Th4_Healthcare_Accessibility_Barriers,Th5_Irregular_Care_Seeking_Behavior,CVAC
Illinois,Washington County,0.167462592,0.17669532,0.299586119,0.11684177,0.560012735,0.127029608
Illinois,Wayne County,0.221903852,0.76504298,0.252148997,0.76631646,0.545686087,0.525628781
Illinois,White County,0.214899713,0.575294492,0.712193569,0.633556192,0.498248965,0.552053486
Illinois,Whiteside County,0.227634511,0.508118434,0.452085323,0.349570201,0.386819484,0.312957657
Illinois,Will County,0.1165234,0.184972939,0.784781917,0.070678128,0.599172238,0.257242916
Illinois,Williamson County,0.23782235,0.448901624,0.339382362,0.623368354,0.438713785,0.367717287
Illinois,Winnebago County,0.135943967,0.516714422,0.338427252,0.569563833,0.497293855,0.358166189
Illinois,Woodford County,0.129894938,0.011779688,0.630690863,0.17510347,0.428207577,0.143584846
Indiana,Adams County,0.968481375,0.76567972,0.775867558,0.924546323,0.461318052,0.910219675
Indiana,Allen County,0.895893028,0.35179879,0.526265521,0.375994906,0.444126074,0.539318688
Indiana,Bartholomew County,0.913721745,0.255332697,0.632601082,0.289079911,0.52944922,0.549824897
Indiana,Benton County,0.912129895,0.309773957,0.800700414,0.213307864,0.433619866,0.568927093
Indiana,Blackford County,0.916268704,0.541865648,0.484240688,0.58548233,0.527539,0.691181152
Indiana,Boone County,0.897484877,0.010506208,0.17892391,0.112384591,0.368035657,0.196434257
Indiana,Brown County,0.912766635,0.034702324,0.656797198,0.210442534,0.277300223,0.368672397
Indiana,Carroll County,0.919134034,0.249283668,0.701050621,0.247691818,0.4141993,0.517669532
Indiana,Cass County,0.953199618,0.816618911,0.400827762,0.70805476,0.483285578,0.782234957
Indiana,Clark County,0.944285259,0.408468641,0.540910538,0.244189748,0.525947151,0.565106654
Indiana,Clay County,0.962432346,0.265202165,0.794969755,0.067176059,0.431709647,0.514167463
Indiana,Clinton County,0.902260427,0.555555556,0.702005731,0.677172875,0.521808341,0.780324737
Indiana,Crawford County,0.966252786,0.788283986,0.82298631,0.249602038,0.605858007,0.798153454
Indiana,Daviess County,0.993632601,0.695319962,0.487424387,0.944285259,0.534224769,0.853549825
Indiana,Dearborn County,0.952562878,0.036930914,0.686405603,0.167462592,0.485195798,0.450811843
Indiana,Decatur County,0.991722381,0.219356893,0.700095511,0.285577841,0.464501751,0.563514804
Indiana,DeKalb County,0.907035976,0.340655842,0.76408787,0.328239414,0.47182426,0.613498886
Indiana,Delaware County,0.928685132,0.438077046,0.241006049,0.575612862,0.555873926,0.58834766
Indiana,Dubois County,0.900668577,0.256287806,0.29672079,0.129576568,0.434893346,0.342566062
Indiana,Elkhart County,0.962432346,0.58802929,0.390321554,0.798153454,0.584208851,0.768863419
Indiana,Fayette County,0.909901305,0.669213626,0.445081184,0.639286851,0.334288443,0.675262655
Indiana,Floyd County,0.936007641,0.076727157,0.332378223,0.204393505,0.46800382,0.342247692
Indiana,Fountain County,0.987583572,0.329194524,0.855141675,0.416109519,0.542502388,0.717924228
Indiana,Franklin County,0.947468959,0.224769182,0.742120344,0.240369309,0.437758676,0.538363578
Indiana,Fulton County,0.934415791,0.341610952,0.538363578,0.499204075,0.613817256,0.64947469
Indiana,Gibson County,0.913085005,0.156956383,0.788283986,0.3527539,0.433619866,0.557147405
Indiana,Grant County,0.924546323,0.605539637,0.592486469,0.724609997,0.40910538,0.749761223
Indiana,Greene County,0.931550462,0.487424387,0.890162369,0.340019102,0.446354664,0.70296084
Indiana,Hamilton County,0.903852276,0.009869468,0.213944604,0.050939191,0.519898122,0.239095829
Indiana,Hancock County,0.930276982,0.014326648,0.506844954,0.127984718,0.478510029,0.358166189
Indiana,Harrison County,0.945877109,0.263610315,0.750397962,0.242916269,0.485195798,0.575612862
Indiana,Hendricks County,0.929321872,0.013371538,0.481693728,0.073861827,0.570518943,0.361031519
Indiana,Henry County,0.989493792,0.406558421,0.754218402,0.250238777,0.379496975,0.604266157
Indiana,Howard County,0.919770774,0.432346387,0.328557784,0.632282713,0.356892709,0.569563833
Indiana,Huntington County,0.896211398,0.290035021,0.747532633,0.347978351,0.436803566,0.582298631
Indiana,Jackson County,0.922317733,0.76727157,0.270614454,0.522445081,0.541228908,0.682903534
Indiana,Jasper County,0.947468959,0.319006686,0.807386183,0.148042025,0.523400191,0.59089462
Indiana,Jay County,0.982171283,0.665711557,0.379496975,0.820439351,0.628780643,0.808341293
Indiana,Jefferson County,0.920407514,0.47277937,0.486469277,0.344794651,0.461636422,0.573702642
Indiana,Jennings County,0.94237504,0.475326329,0.533588029,0.316459726,0.502387775,0.599808978
Indiana,Johnson County,0.910538045,0.021012416,0.569245463,0.101241643,0.514167463,0.380133715
Indiana,Knox County,0.968481375,0.402101242,0.426934097,0.7086915,0.474371219,0.668258516
Indiana,Kosciusko County,0.916268704,0.316141356,0.728112066,0.631009233,0.5307227,0.713467049
Indiana,LaGrange County,0.950334288,0.693728112,0.7086915,0.946195479,0.768226679,0.93950971
Indiana,Lake County,0.956064947,0.595670169,0.535816619,0.657115568,0.393186883,0.721107927
Indiana,LaPorte County,0.974848774,0.489334607,0.700732251,0.641515441,0.439032155,0.748487743
Indiana,Lawrence County,0.898758357,0.443489335,0.315186246,0.391913403,0.393823623,0.488697867
Indiana,Madison County,0.929003502,0.436166826,0.46800382,0.671442216,0.421203438,0.64883795
Indiana,Marion County,0.94014645,0.654250239,0.246099968,0.697548551,0.558420885,0.70391595
Indiana,Marshall County,0.953199618,0.734161095,0.52849411,0.722063037,0.454950653,0.789239096
Indiana,Martin County,0.996497931,0.392231773,0.549506527,0.128303088,0.651066539,0.581661891
Indiana,Miami County,0.936007641,0.579114932,0.802610634,0.344157911,0.510665393,0.730022286
Indiana,Monroe County,0.945240369,0.242916269,0.367398918,0.508755174,0.808341293,0.631964343
Indiana,Montgomery County,0.905444126,0.243234639,0.58771092,0.271251194,0.47277937,0.499204075
Indiana,Morgan County,0.917860554,0.039159503,0.625596944,0.221267112,0.453677173,0.429481057
Indiana,Newton County,0.933142311,0.423432028,0.929958612,0.210442534,0.399554282,0.639605221
Indiana,Noble County,0.910856415,0.522763451,0.847182426,0.552371856,0.557147405,0.788602356
Indiana,Ohio County,0.94333015,0.339382362,0.859598854,0.162050302,0.372811207,0.571792423
Indiana,Orange County,0.969436485,0.745940783,0.134988857,0.652658389,0.655842089,0.726838586
Indiana,Owen County,0.937281121,0.568927093,0.773638968,0.240369309,0.436485196,0.659980898
Indiana,Parke County,0.967526266,0.750397962,0.846227316,0.851957975,0.570518943,0.926138173
Indiana,Perry County,0.989175422,0.496975486,0.581661891,0.183381089,0.700732251,0.657115568
Indiana,Pike County,0.991085642,0.486150907,0.738936644,0.102833493,0.343521172,0.564151544
Indiana,Porter County,0.94046482,0.124801019,0.608404967,0.123527539,0.525947151,0.449538364
Indiana,Posey County,0.914995224,0.055396371,0.895893028,0.147405285,0.398280802,0.480738618
Indiana,Pulaski County,0.995861191,0.422795288,0.786373766,0.229226361,0.596943649,0.685768863
Indiana,Putnam County,0.957975167,0.374084686,0.810888252,0.340974212,0.630690863,0.711238459
Indiana,Randolph County,0.994587711,0.567016874,0.740528494,0.263610315,0.565743394,0.719197708
Indiana,Ripley County,0.990767272,0.348296721,0.721107927,0.512257243,0.666029927,0.747214263
Indiana,Rush County,0.934415791,0.563833174,0.630372493,0.259471506,0.602674308,0.672715696
Indiana,St. Joseph County,0.956064947,0.633556192,0.216809933,0.524036931,0.463546641,0.608086597
Indiana,Scott County,0.960840497,0.696275072,0.719197708,0.663801337,0.494746896,0.8220312
Indiana,Shelby County,0.980897803,0.281120662,0.795606495,0.23718561,0.47182426,0.598853868
Indiana,Spencer County,0.924864693,0.403056351,0.722699777,0.11493155,0.599808978,0.598217128
Indiana,Starke County,0.989812162,0.721107927,0.814708691,0.216809933,0.639605221,0.786373766
Indiana,Steuben County,0.914995224,0.087233365,0.802292264,0.29321872,0.446673034,0.523718561
Indiana,Sullivan County,0.934415791,0.613817256,0.907354346,0.58802929,0.53135944,0.829990449
Indiana,Switzerland County,0.958293537,0.660299268,0.895574658,0.404329831,0.695319962,0.841133397
Indiana,Tippecanoe County,0.94364852,0.312320917,0.405921681,0.484559058,0.808341293,0.658070678
Indiana,Tipton County,0.905444126,0.157911493,0.748487743,0.156956383,0.330468004,0.440624005
Indiana,Union County,0.952562878,0.518306272,0.64501751,0.490608087,0.624960204,0.745940783
Indiana,Vanderburgh County,0.902260427,0.323463865,0.316141356,0.572110793,0.458771092,0.533588029
Indiana,Vermillion County,0.984718243,0.477554919,0.623368354,0.228271251,0.320916905,0.552371856
Indiana,Vigo County,0.925501433,0.40942375,0.475007959,0.631009233,0.575612862,0.681630054
Indiana,Wabash County,0.88220312,0.344476281,0.757083731,0.419929959,0.335561923,0.58834766
Indiana,Warren County,0.994906081,0.101560013,0.885386819,0.082139446,0.548551417,0.546322827
Indiana,Warrick County,0.897484877,0.008595989,0.407195161,0.077363897,0.403056351,0.270296084
Indiana,Washington County,0.923272843,0.629099013,0.583253741,0.636421522,0.485195798,0.750716332
Indiana,Wayne County,0.918178924,0.654568609,0.336198663,0.829672079,0.383954155,0.713785419
Indiana,Wells County,0.907672716,0.169372811,0.806112703,0.264883795,0.390321554,0.520534862
Indiana,White County,0.924864693,0.307863738,0.526265521,0.220948742,0.581980261,0.53008596
Indiana,Whitley County,0.911811525,0.047118752,0.741801974,0.17574021,0.425660618,0.441897485
Iowa,Adair County,0.172556511,0.326965934,0.018147087,0.062082139,0.027061445,0.013053168
Iowa,Adams County,0.081821076,0.330468004,0.23686724,0.043298313,0.020694046,0.020375677
Iowa,Allamakee County,0.248328558,0.674944285,0.433619866,0.131168418,0.042024833,0.185928048
Iowa,Appanoose County,0.080865966,0.688315823,0.11811525,0.391595033,0.040114613,0.125756129
Iowa,Audubon County,0.031200255,0.309773957,0.385227635,0.054441261,0.010187838,0.031200255
Iowa,Benton County,0.077045527,0.051894301,0.286532951,0.035020694,0.023877746,0.006367399
Iowa,Black Hawk County,0.005093919,0.400827762,0.139446036,0.270932824,0.05603311,0.039159503
Iowa,Boone County,0.006367399,0.019420567,0.391595033,0.017191977,0.017828717,0.004457179
Iowa,Bremer County,0.210442534,0.029926775,0.038204394,0.003820439,0.024196116,0.00063674
Iowa,Buchanan County,0.286851321,0.166825852,0.364215218,0.148997135,0.101241643,0.068767908
Iowa,Buena Vista County,0.00159185,0.389048074,0.196434257,0.184336199,0.049028972,0.034065584
Iowa,Butler County,0.05603311,0.297994269,0.571474053,0.014326648,0.036930914,0.054441261
Iowa,Calhoun County,0.071633238,0.222222222,0.063037249,0.053167781,0.005412289,0.00286533
Iowa,Carroll County,0.003820439,0.101560013,0.006049029,0.155682904,0.054122891,0.00127348
Iowa,Cass County,0.278573703,0.439987265,0.074180197,0.323782235,0.029290035,0.085959885
Iowa,Cedar County,0.215854823,0.035975804,0.542820758,0.008914358,0.078955747,0.040114613
Iowa,Cerro Gordo County,0.105062082,0.35561923,0.025787966,0.257879656,0.008277619,0.026424706
Iowa,Cherokee County,0.138172557,0.131168418,0.132123528,0.316778096,0.016236867,0.022922636
Iowa,Chickasaw County,0.038841133,0.35307227,0.536771729,0.069723018,0.038204394,0.063673989
Iowa,Clarke County,0.039159503,0.571474053,0.392550143,0.170009551,0.103151862,0.11684177
Iowa,Clay County,0.005412289,0.303406558,0.048710602,0.273161414,0.005730659,0.015600127
Iowa,Clayton County,0.239414199,0.565425024,0.309455587,0.198981216,0.033428844,0.134352117
Iowa,Clinton County,0.189111748,0.425978988,0.129894938,0.254695957,0.011461318,0.05953518
Iowa,Crawford County,0.021012416,0.791786055,0.527539,0.547914677,0.111111111,0.334925183
Iowa,Dallas County,0.006049029,0.023241006,0.405284941,0.00222859,0.113021331,0.010506208
Iowa,Davis County,0.070996498,0.522126711,0.205030245,0.858962114,0.070359758,0.247373448
Iowa,Decatur County,0.095510984,0.597898758,0.128939828,0.668576886,0.109200891,0.206622095
Iowa,Delaware County,0.098694683,0.097102833,0.220312003,0.020694046,0.078955747,0.007959249
Iowa,Des Moines County,0.00191022,0.557147405,0.194205667,0.417382999,0.007322509,0.095192614
Iowa,Dickinson County,0.083094556,0.039796243,0.152817574,0.105380452,0.00191022,0.00159185
Iowa,Dubuque County,0.085641515,0.110474371,0.217765043,0.100604903,0.026106336,0.009232728
Iowa,Emmet County,0.008914358,0.58739255,0.347978351,0.047755492,0.077682267,0.069086278
Iowa,Fayette County,0.067494429,0.286851321,0.201209806,0.144858325,0.052849411,0.026743075
Iowa,Floyd County,0.152180834,0.652976759,0.502706145,0.52817574,0.029290035,0.29512894
Iowa,Franklin County,0.069086278,0.651066539,0.29544731,0.022922636,0.066857689,0.076408787
Iowa,Fremont County,0.063992359,0.195479147,0.140082776,0.039477873,0.034383954,0.006049029
Iowa,Greene County,0.00095511,0.140719516,0.394141993,0.156638013,0.017191977,0.020057307
Iowa,Grundy County,0.239095829,0.027698185,0.111747851,0.015918497,0.006685769,0.00222859
Iowa,Guthrie County,0.054122891,0.271569564,0.364533588,0.023877746,0.003820439,0.021330786
Iowa,Hamilton County,0.007322509,0.455269023,0.241642789,0.085959885,0.069086278,0.037886024
Iowa,Hancock County,0.015918497,0.382680675,0.417382999,0.053167781,0.038204394,0.042661573
Iowa,Hardin County,0.053804521,0.53008596,0.157274753,0.142629736,0.033747214,0.043616683
Iowa,Harrison County,0.063673989,0.184654569,0.276981853,0.135307227,0.011142948,0.018147087
Iowa,Henry County,0.067176059,0.386182744,0.248646928,0.022604266,0.109837631,0.035339064
Iowa,Howard County,0.077363897,0.449219994,0.304680038,0.217765043,0.048392232,0.074180197
Iowa,Humboldt County,0.083731296,0.481056988,0.346704871,0.223495702,0.036294174,0.092964024
Iowa,Ida County,0.006685769,0.137535817,0.143266476,0.137535817,0.019420567,0.003820439
Iowa,Iowa County,0.020694046,0.205666985,0.276026743,0.016873607,0.067494429,0.011461318
Iowa,Jackson County,0.1197071,0.319006686,0.516077682,0.204711875,0.051894301,0.101878383
Iowa,Jasper County,0.008595989,0.212352754,0.367080548,0.134352117,0.015600127,0.024196116
Iowa,Jefferson County,0.337790513,0.427889207,0.073543457,0.392868513,0.109200891,0.133397007
Iowa,Johnson County,0.007959249,0.180834129,0.097421203,0.217128303,0.155046164,0.017510347
Iowa,Jones County,0.083412926,0.283349252,0.265520535,0.146131805,0.017828717,0.031518625
Iowa,Keokuk County,0.066220949,0.326647564,0.264565425,0.008277619,0.054122891,0.021649156
Iowa,Kossuth County,0.070996498,0.23718561,0.401146132,0.142948106,0.013371538,0.038522763
Iowa,Lee County,0.004138809,0.463546641,0.180834129,0.258198026,0.012734798,0.044253422
Iowa,Linn County,0.091053805,0.126074499,0.205985355,0.030881885,0.063037249,0.008595989
Iowa,Louisa County,0.076408787,0.596306909,0.559694365,0.29194524,0.053486151,0.199936326
Iowa,Lucas County,0.186246418,0.397007323,0.358166189,0.35020694,0.027061445,0.125437759
Iowa,Lyon County,0.249283668,0.042661573,0.542184018,0.004138809,0.080547596,0.043935053
Iowa,Madison County,0.008277619,0.149315505,0.377586756,0.06049029,0.019102197,0.014645018
Iowa,Mahaska County,0.004775549,0.163005412,0.29544731,0.300859599,0.025469596,0.030881885
Iowa,Marion County,0.099968163,0.063355619,0.099649793,0.181470869,0.024196116,0.005730659
Iowa,Marshall County,0.010824578,0.626870423,0.260108246,0.436166826,0.019738937,0.137217447
Iowa,Mills County,0.087551735,0.009232728,0.457179242,0.037567654,0.037567654,0.014963387
Iowa,Mitchell County,0.261700096,0.082139446,0.153135944,0.229226361,0.016236867,0.025151226
Iowa,Monona County,0.088188475,0.46768545,0.102833493,0.05603311,0.006049029,0.021967526
Iowa,Monroe County,0.207258835,0.132760267,0.199299586,0.362623368,0.071314868,0.053804521
Iowa,Montgomery County,0.155682904,0.41324419,0.120980579,0.108245782,0.027061445,0.034702324
Iowa,Muscatine County,0.052849411,0.355937599,0.096147724,0.204711875,0.052212671,0.027698185
Iowa,O'Brien County,0.069404648,0.461636422,0.078955747,0.472461,0.030563515,0.077363897
Iowa,Osceola County,0.009551098,0.328876154,0.434256606,0.161095193,0.046163642,0.055396371
Iowa,Page County,0.151544094,0.365807068,0.108882521,0.23463865,0.06080866,0.044890162
Iowa,Palo Alto County,0.262655205,0.337790513,0.184017829,0.05794333,0.030563515,0.039477873
Iowa,Plymouth County,0.007004139,0.130213308,0.439987265,0.079274117,0.081184336,0.023559376
Iowa,Pocahontas County,0.262018465,0.35052531,0.331741484,0.158229863,0.011461318,0.077682267
Iowa,Polk County,0.073225088,0.166507482,0.103470232,0.099013053,0.093600764,0.008914358
Iowa,Pottawattamie County,0.00222859,0.357529449,0.267749124,0.192932187,0.050939191,0.038841133
Iowa,Poweshiek County,0.00286533,0.099331423,0.106653932,0.161413563,0.088188475,0.004775549
Iowa,Ringgold County,0.244189748,0.23591213,0.031200255,0.021649156,0.009869468,0.009551098
Iowa,Sac County,0.253104107,0.246736708,0.252785737,0.016236867,0.010824578,0.028971665
Iowa,Scott County,0.092327284,0.290990131,0.192613817,0.132441897,0.032792104,0.024832856
Iowa,Shelby County,0.276345113,0.179879019,0.084049666,0.133715377,0.017191977,0.019102197
Iowa,Sioux County,0.112384591,0.11875199,0.054441261,0.048392232,0.130850048,0.005412289
Iowa,Story County,0.100604903,0.271887934,0.320916905,0.088506845,0.171283031,0.049984082
Iowa,Tama County,0.013053168,0.580070041,0.480738618,0.066220949,0.047118752,0.097102833
Iowa,Taylor County,0.172238141,0.617319325,0.382043935,0.156956383,0.034383954,0.139446036
Iowa,Union County,0.004457179,0.59089462,0.088825215,0.278892073,0.086596625,0.066539319
Iowa,Van Buren County,0.069723018,0.628462273,0.323782235,0.603947787,0.042343203,0.228271251
Iowa,Wapello County,0.014963387,0.730659026,0.052531041,0.425660618,0.026424706,0.110792741
Iowa,Warren County,0.073543457,0.003502069,0.432983126,0.020375677,0.06017192,0.011779688
Iowa,Washington County,0.026106336,0.229544731,0.161413563,0.165870742,0.014008278,0.012098058
Iowa,Wayne County,0.257561286,0.755491882,0.074498567,0.729067176,0.021330786,0.285896211
Iowa,Webster County,0.024196116,0.449856734,0.039796243,0.310729067,0.021330786,0.036612544
Iowa,Winnebago County,0.080547596,0.503024514,0.41451767,0.035339064,0.05921681,0.072906718
Iowa,Winneshiek County,0.146768545,0.031200255,0.149633875,0.019420567,0.112066221,0.005093919
Iowa,Woodbury County,0.014008278,0.457179242,0.17669532,0.282712512,0.069723018,0.05730659
Iowa,Worth County,0.101241643,0.183062719,0.565106654,0.11938873,0.008914358,0.054759631
Iowa,Wright County,0.05985355,0.685132124,0.009551098,0.41356256,0.035657434,0.101241643
Kansas,Allen County,0.750397962,0.452722063,0.428844317,0.35402738,0.266157275,0.426934097
Kansas,Anderson County,0.931868832,0.619866285,0.606176377,0.488379497,0.229863101,0.632601082
Kansas,Atchison County,0.932823941,0.523718561,0.419611589,0.726520216,0.23432028,0.620503025
Kansas,Barber County,0.93950971,0.483922318,0.393186883,0.841451767,0.227634511,0.637058262
Kansas,Barton County,0.88124801,0.465456861,0.268704234,0.726201847,0.224450812,0.53135944
Kansas,Bourbon County,0.687042343,0.479465138,0.202801656,0.547596307,0.280165552,0.406240051
Kansas,Brown County,0.929640242,0.360394779,0.221903852,0.340655842,0.218083413,0.362304998
Kansas,Butler County,0.671123846,0.075772047,0.53167781,0.433938236,0.226361032,0.318369946
Kansas,Chase County,0.730340656,0.580070041,0.851639605,0.751671442,0.127347978,0.688315823
Kansas,Chautauqua County,0.861190704,0.793059535,0.148360395,0.843043617,0.155682904,0.610951926
Kansas,Cherokee County,0.760585801,0.405603311,0.363260108,0.846227316,0.282075772,0.562241324
Kansas,Cheyenne County,0.842088507,0.29608405,0.342884432,0.344476281,0.11938873,0.321235275
Kansas,Clark County,0.741483604,0.128621458,0.197389366,0.129894938,0.180197389,0.144539955
Kansas,Clay County,0.908309456,0.419929959,0.651066539,0.284622732,0.223177332,0.500795925
Kansas,Cloud County,0.699140401,0.324418975,0.698503661,0.554600446,0.252148997,0.517032792
Kansas,Coffey County,0.94269341,0.040751353,0.326965934,0.428525947,0.23718561,0.329831264
Kansas,Comanche County,0.835402738,0.134670487,0.259789876,0.161731933,0.153454314,0.190703598
Kansas,Cowley County,0.7637695,0.633874562,0.224132442,0.566380134,0.23432028,0.484240688
Kansas,Crawford County,0.716014008,0.457815982,0.185609678,0.841770137,0.299267749,0.503661254
Kansas,Decatur County,0.602037568,0.478828399,0.567971983,0.374084686,0.112384591,0.385864374
Kansas,Dickinson County,0.948105699,0.278892073,0.677491245,0.371856097,0.257561286,0.518306272
Kansas,Doniphan County,0.788602356,0.427570837,0.618592805,0.430117797,0.225405922,0.501432665
Kansas,Douglas County,0.745304043,0.165870742,0.375676536,0.246418338,0.560967845,0.370582617
Kansas,Edwards County,0.831900669,0.634829672,0.384272525,0.127029608,0.259789876,0.422158548
Kansas,Elk County,0.82394142,0.682585164,0.627825533,0.787647246,0.129894938,0.689907673
Kansas,Ellis County,0.722381407,0.251193887,0.404329831,0.396688953,0.321553645,0.371219357
Kansas,Ellsworth County,0.964342566,0.166189112,0.688952563,0.308500478,0.311684177,0.488061127
Kansas,Finney County,0.718242598,0.497930595,0.462909901,0.434574976,0.600127348,0.581343521
Kansas,Ford County,0.723336517,0.630372493,0.521489971,0.489334607,0.642788921,0.679083095
Kansas,Franklin County,0.846227316,0.377586756,0.758357211,0.284622732,0.240687679,0.504934734
Kansas,Geary County,0.982489653,0.367080548,0.359758039,0.23241006,0.505571474,0.489971347
Kansas,Gove County,0.678446355,0.219675263,0.521171601,0.23495702,0.140082776,0.270614454
Kansas,Graham County,0.736389685,0.369945877,0.581661891,0.319006686,0.129258198,0.386182744
Kansas,Grant County,0.847819166,0.573065903,0.737981535,0.297994269,0.685450493,0.722381407
Kansas,Gray County,0.731614136,0.268704234,0.398917542,0.259789876,0.433301496,0.368990767
Kansas,Greeley County,0.887615409,0.288124801,0.151225724,0.093919134,0.220948742,0.218720153
Kansas,Greenwood County,0.662527857,0.609360076,0.425342248,0.416109519,0.180515759,0.439032155
Kansas,Hamilton County,0.913721745,0.701368991,0.671123846,0.406558421,0.597580388,0.760904171
Kansas,Harper County,0.815027061,0.658707418,0.433301496,0.305635148,0.220948742,0.486787647
Kansas,Harvey County,0.643744031,0.220630372,0.163323782,0.591531359,0.17892391,0.271251194
Kansas,Haskell County,0.789239096,0.374403056,0.775230818,0.320916905,0.535498249,0.609360076
Kansas,Hodgeman County,0.76631646,0.366125438,0.201846546,0.160776823,0.204393505,0.239414199
Kansas,Jackson County,0.895574658,0.375676536,0.790194206,0.188475008,0.156319643,0.476918179
Kansas,Jefferson County,0.699140401,0.016873607,0.840496657,0.134670487,0.17701369,0.29672079
Kansas,Jewell County,0.842088507,0.539318688,0.681311684,0.433938236,0.110474371,0.544730977
Kansas,Johnson County,0.627188793,0.032473734,0.35084368,0.081502706,0.242916269,0.130213308
Kansas,Kearny County,0.865966253,0.725246737,0.289716651,0.290990131,0.484240688,0.561286215
Kansas,Kingman County,0.730659026,0.144858325,0.782234957,0.124482649,0.225405922,0.339063992
Kansas,Kiowa County,0.935689271,0.143903216,0.230818211,0.46800382,0.278255333,0.357529449
Kansas,Labette County,0.841133397,0.41006049,0.126392869,0.655205349,0.17605858,0.41037886
Kansas,Lane County,0.672397326,0.113976441,0.535498249,0.289398281,0.196115887,0.274753263
Kansas,Leavenworth County,0.732250876,0.087870105,0.842088507,0.207577205,0.2913085,0.397007323
Kansas,Lincoln County,0.757083731,0.387137854,0.914040115,0.282075772,0.184017829,0.515759312
Kansas,Linn County,0.893346068,0.58643744,0.715377268,0.315504616,0.134352117,0.558102515
Kansas,Logan County,0.852913085,0.298312639,0.485832537,0.149315505,0.215218083,0.336517033
Kansas,Lyon County,0.70391595,0.429799427,0.555873926,0.616045845,0.330468004,0.552690226
Kansas,McPherson County,0.727793696,0.019738937,0.497293855,0.29703916,0.167144222,0.241642789
Kansas,Marion County,0.887615409,0.394460363,0.225724292,0.169372811,0.219038523,0.303724928
Kansas,Marshall County,0.889843999,0.289398281,0.735434575,0.165552372,0.213307864,0.438713785
Kansas,Meade County,0.750397962,0.290990131,0.53104107,0.337472143,0.29194524,0.407195161
Kansas,Miami County,0.886660299,0.05953518,0.642788921,0.156956383,0.228907991,0.329194524
Kansas,Mitchell County,0.815027061,0.201528176,0.673670805,0.170009551,0.227634511,0.367398918
Kansas,Montgomery County,0.844317096,0.799745304,0.263291945,0.869468322,0.185291309,0.661254378
Kansas,Morris County,0.841133397,0.374403056,0.732887615,0.4110156,0.172874881,0.517987902
Kansas,Morton County,0.794969755,0.683540274,0.464183381,0.558102515,0.319325056,0.615090735
Kansas,Nemaha County,0.908309456,0.073225088,0.282394142,0.17637695,0.223177332,0.226361032
Kansas,Neosho County,0.754218402,0.729703916,0.405284941,0.737981535,0.275071633,0.641833811
Kansas,Ness County,0.857370264,0.540592168,0.581343521,0.149633875,0.148042025,0.434893346
Kansas,Norton County,0.849092646,0.369309137,0.758038841,0.242597899,0.311365807,0.517351162
Kansas,Osage County,0.732887615,0.23654887,0.863419293,0.263928685,0.137854187,0.420566699
Kansas,Osborne County,0.896529768,0.225405922,0.558739255,0.542820758,0.140719516,0.462591531
Kansas,Ottawa County,0.660936008,0.327284304,0.722381407,0.1165234,0.165552372,0.333651703
Kansas,Pawnee County,0.926138173,0.228589621,0.154091054,0.247055078,0.306271888,0.29353709
Kansas,Phillips County,0.899076727,0.223495702,0.556510665,0.23750398,0.195479147,0.378541866
Kansas,Pottawatomie County,0.94141993,0.045208532,0.441260745,0.093282394,0.259153136,0.265202165
Kansas,Pratt County,0.846227316,0.210442534,0.160776823,0.222540592,0.285259472,0.246736708
Kansas,Rawlins County,0.869149952,0.195160777,0.746259153,0.630054123,0.12034384,0.52881248
Kansas,Reno County,0.924227953,0.35116205,0.625278574,0.664119707,0.213944604,0.602674308
Kansas,Republic County,0.813116842,0.384909265,0.570837313,0.326965934,0.12002547,0.415154409
Kansas,Rice County,0.964979306,0.390321554,0.76631646,0.23782235,0.311684177,0.570200573
Kansas,Riley County,0.902897167,0.2362305,0.546959567,0.605539637,0.724291627,0.681311684
Kansas,Rooks County,0.856733524,0.211716014,0.604266157,0.2944922,0.214581344,0.401782872
Kansas,Rush County,0.870105062,0.346068131,0.451448583,0.096466094,0.162050302,0.313594397
Kansas,Russell County,0.841133397,0.624641834,0.458771092,0.452722063,0.187519898,0.5307227
Kansas,Saline County,0.663482967,0.338427252,0.211716014,0.658389048,0.246736708,0.380770455
Kansas,Scott County,0.690862783,0.203438395,0.721744667,0.071314868,0.275390003,0.325055715
Kansas,Sedgwick County,0.675262655,0.430436167,0.35211716,0.544730977,0.252148997,0.428525947
Kansas,Seward County,0.833492518,0.614772365,0.501114295,0.782234957,0.693409742,0.794969755
Kansas,Shawnee County,0.696275072,0.464820121,0.457179242,0.555873926,0.205348615,0.466730341
Kansas,Sheridan County,0.891754218,0.078000637,0.493155046,0.366762178,0.169054441,0.334606813
Kansas,Sherman County,0.876472461,0.093282394,0.515122572,0.220630372,0.278892073,0.332378223
Kansas,Smith County,0.906717606,0.153772684,0.313276027,0.247373448,0.11875199,0.253104107
Kansas,Stafford County,0.895256288,0.573702642,0.517669532,0.261381726,0.232091691,0.498567335
Kansas,Stanton County,0.812480102,0.749124483,0.710920089,0.399235912,0.52849411,0.740210124
Kansas,Stevens County,0.871696912,0.750079592,0.811843362,0.599490608,0.569563833,0.837631328
Kansas,Sumner County,0.783190067,0.268067494,0.674625915,0.275390003,0.209805794,0.41197071
Kansas,Thomas County,0.949379179,0.135307227,0.539318688,0.23527539,0.365170328,0.417382999
