st_cty,vac_rate,low,med,high,tot_hesi,Th1_Historic_Undervaccination,Th2_Sociodemographic_Barriers,Th3_Resource_constrained_Healthcare_System,Th4_Healthcare_Accessibility_Barriers,party,believe_in_god,relig_rank,religious_index
MS Wayne County,27.6,0.3,0.19,0.13,0.62,0.769818529,0.894937918,0.676536135,0.862782553,0,0.82,1,0.77
MS Webster County,37.3,0.28,0.17,0.11,0.56,0.849411016,0.781598217,0.614772365,0.754855142,0,0.82,1,0.77
MS Wilkinson County,50.9,0.28,0.18,0.12,0.58,0.936644381,0.927730022,0.778414518,0.979942693,1,0.82,1,0.77
MS Winston County,38.3,0.28,0.17,0.11,0.56,0.802292264,0.93919134,0.463865011,0.947787329,0,0.82,1,0.77
MS Yalobusha County,50.5,0.31,0.19,0.13,0.63,0.799426934,0.969436485,0.850684495,0.8802929,0,0.82,1,0.77
MS Yazoo County,37.1,0.26,0.17,0.11,0.54,0.76758994,0.957020057,0.697230181,0.94237504,1,0.82,1,0.77
MT Beaverhead County,45.6,0.27,0.23,0.15,0.65,0.359121299,0.490289717,0.043298313,0.279528812,0,0.64,39,0.48
MT Big Horn County,69.6,0.31,0.26,0.18,0.75,0.573065903,0.902260427,0.408787011,0.567653613,1,0.64,39,0.48
MT Blaine County,72.3,0.32,0.27,0.18,0.77,0.593441579,0.759949061,0.158229863,0.786692136,1,0.64,39,0.48
MT Broadwater County,32.8,0.27,0.23,0.15,0.65,0.328876154,0.164278892,0.494428526,0.043616683,0,0.64,39,0.48
MT Carbon County,41.4,0.26,0.22,0.15,0.63,0.377586756,0.253740847,0.156319643,0.067812798,0,0.64,39,0.48
MT Carter County,26.1,0.31,0.26,0.18,0.75,0.574657752,0.249602038,0.1779688,0.685132124,0,0.64,39,0.48
MT Cascade County,45.6,0.32,0.27,0.18,0.77,0.452085323,0.382999045,0.031518625,0.52785737,0,0.64,39,0.48
MT Chouteau County,27.7,0.32,0.27,0.18,0.77,0.621776504,0.565106654,0.319643426,0.486150907,0,0.64,39,0.48
MT Custer County,35.3,0.31,0.26,0.18,0.75,0.630054123,0.208532315,0.014008278,0.365488698,0,0.64,39,0.48
MT Daniels County,34,0.31,0.26,0.18,0.75,0.597262018,0.35530086,0.047755492,0.322190385,0,0.64,39,0.48
MT Dawson County,31.5,0.31,0.26,0.18,0.75,0.675262655,0.252785737,0.045845272,0.027698185,0,0.64,39,0.48
MT Deer Lodge County,49.7,0.27,0.23,0.15,0.65,0.29672079,0.539637058,0.062718879,0.581980261,1,0.64,39,0.48
MT Fallon County,27.4,0.31,0.26,0.18,0.75,0.626870423,0.404966571,0.055396371,0.156001273,0,0.64,39,0.48
MT Fergus County,40.3,0.32,0.27,0.18,0.77,0.443807705,0.23241006,0.148678765,0.35530086,0,0.64,39,0.48
MT Flathead County,35.6,0.29,0.25,0.17,0.71,0.389048074,0.110156001,0.055078001,0.11620503,0,0.64,39,0.48
MT Gallatin County,54.4,0.26,0.22,0.15,0.63,0.462273161,0.008277619,0.131168418,0.044890162,1,0.64,39,0.48
MT Garfield County,16.6,0.31,0.26,0.18,0.75,0.627825533,0.345431391,0.266157275,0.126074499,0,0.64,39,0.48
MT Glacier County,90.6,0.29,0.25,0.17,0.71,0.627825533,0.93982808,0.143903216,0.46895893,1,0.64,39,0.48
MT Golden Valley County,37.4,0.31,0.26,0.18,0.75,0.449219994,0.733205985,0.544730977,0.120980579,0,0.64,39,0.48
MT Golden Valley County,37.4,0.31,0.26,0.18,0.75,0.449219994,0.733205985,0.544730977,0.120980579,0,0.64,39,0.48
MT Golden Valley County,37.4,0.31,0.26,0.18,0.75,0.449219994,0.733205985,0.544730977,0.120980579,0,0.64,39,0.48
MT Golden Valley County,37.4,0.31,0.26,0.18,0.75,0.449219994,0.733205985,0.544730977,0.120980579,0,0.64,39,0.48
MT Granite County,33.6,0.27,0.23,0.15,0.65,0.368990767,0.313276027,0.271251194,0.112066221,0,0.64,39,0.48
MT Hill County,51.7,0.32,0.27,0.18,0.77,0.64533588,0.387456224,0.035020694,0.266794015,0,0.64,39,0.48
MT Jefferson County,43.9,0.27,0.23,0.15,0.65,0.315822986,0.022604266,0.418974849,0.047437122,0,0.64,39,0.48
MT Judith Basin County,33.2,0.32,0.27,0.18,0.77,0.396688953,0.266475645,0.605539637,0.229226361,0,0.64,39,0.48
MT Lake County,49.6,0.29,0.24,0.16,0.69,0.637058262,0.458771092,0.085323145,0.287169691,0,0.64,39,0.48
MT Liberty County,26.5,0.32,0.27,0.18,0.77,0.602674308,0.661254378,0.035975804,0.739573384,0,0.64,39,0.48
MT Lincoln County,30.2,0.29,0.25,0.17,0.71,0.612862146,0.689270933,0.034383954,0.205985355,0,0.64,39,0.48
MT Madison County,39.6,0.27,0.23,0.15,0.65,0.579114932,0.326329195,0.111111111,0.163642152,0,0.64,39,0.48
MT Meagher County,44.4,0.32,0.27,0.18,0.77,0.608086597,0.507163324,0.039477873,0.180197389,0,0.64,39,0.48
MT Mineral County,48.3,0.29,0.24,0.16,0.69,0.546641197,0.76663483,0.091690544,0.135307227,0,0.64,39,0.48
MT Missoula County,57.1,0.29,0.24,0.16,0.69,0.404329831,0.096784464,0.038841133,0.162687042,1,0.64,39,0.48
MT Musselshell County,30.1,0.31,0.26,0.18,0.75,0.460362942,0.670168736,0.429799427,0.308818848,0,0.64,39,0.48
MT Park County,56,0.26,0.22,0.15,0.63,0.663164597,0.282712512,0.129576568,0.367717287,0,0.64,39,0.48
MT Petroleum County,27.5,0.32,0.27,0.18,0.77,0.504616364,0.172874881,0.891754218,0.06176377,0,0.64,39,0.48
MT Phillips County,36.4,0.31,0.26,0.18,0.75,0.279210443,0.544412607,0.455905762,0.238777459,0,0.64,39,0.48
MT Pondera County,48.2,0.32,0.27,0.18,0.77,0.47086915,0.534543139,0.028334925,0.562878064,0,0.64,39,0.48
MT Powder River County,18.1,0.31,0.26,0.18,0.75,0.489016237,0.12034384,0.283349252,0.041069723,0,0.64,39,0.48
MT Powell County,38.1,0.27,0.23,0.15,0.65,0.510983763,0.382362305,0.305953518,0.326329195,0,0.64,39,0.48
MT Prairie County,32.7,0.31,0.26,0.18,0.75,0.556192295,0.408150271,0.249602038,0.009869468,0,0.64,39,0.48
MT Ravalli County,42.8,0.29,0.24,0.16,0.69,0.463865011,0.114613181,0.262655205,0.179560649,0,0.64,39,0.48
MT Richland County,29.6,0.31,0.26,0.18,0.75,0.40910538,0.208213945,0.162050302,0.546959567,0,0.64,39,0.48
MT Roosevelt County,48.8,0.31,0.26,0.18,0.75,0.665074817,0.892390958,0.195479147,0.843361987,0,0.64,39,0.48
MT Rosebud County,68.1,0.31,0.26,0.18,0.75,0.677491245,0.696593442,0.100604903,0.578159822,0,0.64,39,0.48
MT Sanders County,32.5,0.29,0.24,0.16,0.69,0.619866285,0.680356574,0.459089462,0.227952881,0,0.64,39,0.48
MT Sheridan County,40.7,0.31,0.26,0.18,0.75,0.562241324,0.089143585,0.11747851,0.245144858,0,0.64,39,0.48
MT Silver Bow County,53.5,0.27,0.23,0.15,0.65,0.260426616,0.581343521,0.042979943,0.380452085,1,0.64,39,0.48
MT Stillwater County,36.6,0.26,0.22,0.15,0.63,0.5858007,0.064629099,0.568608723,0.045526902,0,0.64,39,0.48
MT Sweet Grass County,34.3,0.26,0.22,0.15,0.63,0.628780643,0.259789876,0.159503343,0.049028972,0,0.64,39,0.48
MT Teton County,37.8,0.32,0.27,0.18,0.77,0.395097103,0.217128303,0.083412926,0.269022604,0,0.64,39,0.48
MT Toole County,36.9,0.32,0.27,0.18,0.77,0.631009233,0.624641834,0.075772047,0.64788284,0,0.64,39,0.48
MT Treasure County,38.9,0.31,0.26,0.18,0.75,0.439350525,0.399554282,0.82457816,0.025151226,0,0.64,39,0.48
MT Wheatland County,29.8,0.32,0.27,0.18,0.77,0.579114932,0.723336517,0.212352754,0.636103152,0,0.64,39,0.48
MT Wibaux County,23.2,0.31,0.26,0.18,0.75,0.512893983,0.511302133,0.629735753,0.210124164,0,0.64,39,0.48
MT Yellowstone County,43.8,0.3,0.25,0.17,0.72,0.40974212,0.037567654,0.147086915,0.148042025,0,0.64,39,0.48
NC Alamance County,49.4,0.2,0.13,0.1,0.43,0.2944922,0.575931232,0.865329513,0.643744031,0,0.73,10,0.65
NC Alexander County,38.5,0.22,0.15,0.12,0.49,0.408787011,0.70391595,0.961795606,0.388729704,0,0.73,10,0.65
NC Alleghany County,52.5,0.21,0.14,0.11,0.46,0.310729067,0.88411334,0.862145813,0.76758994,0,0.73,10,0.65
NC Anson County,30.8,0.22,0.15,0.12,0.49,0.466730341,0.955109838,0.974530404,0.921680993,1,0.73,10,0.65
NC Ashe County,47,0.2,0.14,0.11,0.45,0.404011461,0.755173512,0.731295766,0.82075772,0,0.73,10,0.65
NC Avery County,47.8,0.2,0.14,0.11,0.45,0.47341611,0.718879338,0.373447947,0.629099013,0,0.73,10,0.65
NC Beaufort County,46.9,0.18,0.13,0.1,0.41,0.290671761,0.834129258,0.794014645,0.873925501,0,0.73,10,0.65
NC Bertie County,45.7,0.19,0.13,0.1,0.42,0.7086915,0.918815664,0.916587074,0.94364852,1,0.73,10,0.65
NC Bladen County,33,0.23,0.15,0.12,0.5,0.631327603,0.960203757,0.877745941,0.944921999,0,0.73,10,0.65
NC Brunswick County,57.3,0.16,0.11,0.09,0.36,0.284941102,0.230818211,0.622413244,0.403374721,0,0.73,10,0.65
NC Buncombe County,58.9,0.18,0.12,0.1,0.4,0.398599172,0.419293219,0.416746259,0.52881248,1,0.73,10,0.65
NC Burke County,38.5,0.21,0.14,0.11,0.46,0.402737982,0.873607131,0.626552053,0.677491245,0,0.73,10,0.65
NC Cabarrus County,46.8,0.18,0.13,0.1,0.41,0.480738618,0.142629736,0.808978032,0.317733206,0,0.73,10,0.65
NC Caldwell County,39,0.22,0.15,0.12,0.49,0.348296721,0.714740528,0.799426934,0.666348297,0,0.73,10,0.65
NC Camden County,36.5,0.2,0.13,0.1,0.43,0.419929959,0.095829354,0.995224451,0.278573703,0,0.73,10,0.65
NC Carteret County,40.9,0.18,0.13,0.1,0.41,0.289079911,0.088188475,0.503979624,0.541228908,0,0.73,10,0.65
NC Caswell County,42.9,0.22,0.15,0.12,0.49,0.441260745,0.911811525,0.927411652,0.863419293,0,0.73,10,0.65
NC Catawba County,45.6,0.19,0.13,0.1,0.42,0.310729067,0.513530723,0.342566062,0.592486469,0,0.73,10,0.65
NC Chatham County,52.5,0.17,0.12,0.09,0.38,0.309455587,0.331741484,0.537090099,0.578478192,1,0.73,10,0.65
NC Cherokee County,43.2,0.2,0.14,0.11,0.45,0.549506527,0.711556829,0.584208851,0.610951926,0,0.73,10,0.65
NC Chowan County,47.5,0.2,0.13,0.1,0.43,0.47118752,0.776504298,0.35561923,0.913403375,0,0.73,10,0.65
NC Clay County,37.3,0.2,0.14,0.11,0.45,0.503342884,0.519898122,0.842088507,0.924546323,0,0.73,10,0.65
NC Cleveland County,39.4,0.2,0.14,0.11,0.45,0.407513531,0.842725247,0.658389048,0.919452404,0,0.73,10,0.65
NC Columbus County,36,0.23,0.15,0.12,0.5,0.596943649,0.972938555,0.562241324,0.88124801,0,0.73,10,0.65
NC Craven County,47.7,0.2,0.13,0.11,0.44,0.462909901,0.393505253,0.613180516,0.771410379,0,0.73,10,0.65
NC Cumberland County,52.5,0.23,0.15,0.11,0.49,0.609678446,0.53231455,0.807067813,0.682903534,1,0.73,10,0.65
NC Currituck County,46.5,0.2,0.13,0.1,0.43,0.415154409,0.048392232,0.988220312,0.378860236,0,0.73,10,0.65
NC Dare County,66.7,0.19,0.13,0.1,0.42,0.401782872,0.148360395,0.328557784,0.437121936,0,0.73,10,0.65
NC Davidson County,38.2,0.21,0.14,0.11,0.46,0.310729067,0.593441579,0.966252786,0.731614136,0,0.73,10,0.65
NC Davie County,48.1,0.2,0.14,0.11,0.45,0.280165552,0.272524674,0.580388411,0.328239414,0,0.73,10,0.65
NC Duplin County,33.5,0.21,0.14,0.11,0.46,0.511620503,0.945240369,0.796561605,0.885386819,0,0.73,10,0.65
NC Durham County,61.2,0.17,0.11,0.09,0.37,0.332059854,0.290353391,0.579433301,0.794969755,1,0.73,10,0.65
NC Edgecombe County,39.8,0.21,0.14,0.11,0.46,0.423432028,0.977077364,0.783190067,0.897484877,1,0.73,10,0.65
NC Forsyth County,52.6,0.19,0.13,0.1,0.42,0.310729067,0.467048711,0.560331105,0.775230818,1,0.73,10,0.65
NC Franklin County,44,0.2,0.13,0.1,0.43,0.326010825,0.522763451,0.989175422,0.534861509,0,0.73,10,0.65
NC Gaston County,40.6,0.21,0.14,0.11,0.46,0.35339064,0.475644699,0.602355938,0.603947787,0,0.73,10,0.65
NC Gates County,41.5,0.2,0.13,0.1,0.43,0.618274435,0.659344158,0.986946832,0.450811843,0,0.73,10,0.65
NC Graham County,39.7,0.2,0.14,0.1,0.44,0.457497612,0.94396689,0.716014008,0.873288762,0,0.73,10,0.65
NC Granville County,49.7,0.22,0.15,0.12,0.49,0.475007959,0.404648201,0.915950334,0.513530723,0,0.73,10,0.65
NC Greene County,36.8,0.22,0.14,0.11,0.47,0.453040433,0.915313594,0.921362623,0.9385546,0,0.73,10,0.65
NC Guilford County,53.1,0.18,0.12,0.09,0.39,0.356892709,0.601400828,0.760904171,0.623686724,1,0.73,10,0.65
NC Halifax County,44.5,0.22,0.15,0.11,0.48,0.368035657,0.968163005,0.544730977,0.957020057,1,0.73,10,0.65
NC Harnett County,32.5,0.22,0.15,0.11,0.48,0.388729704,0.438713785,0.956701687,0.650748169,0,0.73,10,0.65
NC Haywood County,50.4,0.2,0.14,0.1,0.44,0.448901624,0.521171601,0.837312958,0.634829672,0,0.73,10,0.65
NC Henderson County,49.4,0.18,0.12,0.09,0.39,0.285259472,0.35434575,0.318688316,0.557465775,0,0.73,10,0.65
NC Hertford County,33.9,0.22,0.15,0.11,0.48,0.727156956,0.932505571,0.499204075,0.929321872,1,0.73,10,0.65
NC Hoke County,27.5,0.23,0.15,0.12,0.5,0.622413244,0.681311684,0.990448902,0.668258516,1,0.73,10,0.65
NC Hyde County,59.4,0.19,0.13,0.1,0.42,0.384909265,0.992040751,0.859280484,0.41133397,0,0.73,10,0.65
NC Iredell County,44.7,0.18,0.13,0.1,0.41,0.316778096,0.263291945,0.643744031,0.382043935,0,0.73,10,0.65
NC Jackson County,46.4,0.2,0.14,0.11,0.45,0.494428526,0.690862783,0.368990767,0.803247373,0,0.73,10,0.65
NC Johnston County,43.7,0.2,0.13,0.1,0.43,0.399235912,0.392231773,0.959248647,0.514167463,0,0.73,10,0.65
NC Jones County,42.2,0.23,0.15,0.12,0.5,0.366125438,0.865011143,0.885705189,0.885705189,0,0.73,10,0.65
NC Lee County,46.5,0.17,0.12,0.09,0.38,0.355937599,0.770136899,0.829990449,0.785418656,0,0.73,10,0.65
NC Lenoir County,43.8,0.23,0.15,0.12,0.5,0.356892709,0.874562241,0.523400191,0.957975167,0,0.73,10,0.65
NC Lincoln County,40.5,0.2,0.14,0.11,0.45,0.317414836,0.254695957,0.906717606,0.387137854,0,0.73,10,0.65
NC Macon County,33.4,0.2,0.14,0.11,0.45,0.397962432,0.671123846,0.460681312,0.747851003,0,0.73,10,0.65
NC Madison County,42.2,0.2,0.14,0.1,0.44,0.456860872,0.383954155,0.842725247,0.640560331,0,0.73,10,0.65
NC Martin County,83.4,0.19,0.13,0.1,0.42,0.347659981,0.838904807,0.735752945,0.88475008,1,0.73,10,0.65
NC Mecklenburg County,54.8,0.17,0.11,0.08,0.36,0.362941738,0.238777459,0.671123846,0.571792423,1,0.73,10,0.65
NC Mitchell County,41.9,0.2,0.14,0.11,0.45,0.555555556,0.731614136,0.255651067,0.82171283,0,0.73,10,0.65
NC Montgomery County,36.3,0.18,0.12,0.09,0.39,0.485514167,0.917860554,0.94396689,0.828080229,0,0.73,10,0.65
NC Moore County,51.3,0.18,0.12,0.09,0.39,0.341292582,0.273479784,0.547277937,0.483285578,0,0.73,10,0.65
NC Nash County,49.3,0.21,0.14,0.11,0.46,0.362623368,0.598853868,0.670487106,0.819165871,0,0.73,10,0.65
NC New Hanover County,55.4,0.18,0.12,0.09,0.39,0.308500478,0.227952881,0.59025788,0.672397326,0,0.73,10,0.65
NC Northampton County,41.9,0.22,0.15,0.11,0.48,0.527539,0.935052531,0.958930277,0.958930277,1,0.73,10,0.65
NC Onslow County,43.6,0.25,0.16,0.12,0.53,0.497293855,0.257561286,0.917860554,0.443170965,0,0.73,10,0.65
NC Orange County,68.8,0.14,0.1,0.07,0.31,0.333970073,0.098057943,0.597262018,0.362941738,1,0.73,10,0.65
NC Pamlico County,51.7,0.18,0.13,0.1,0.41,0.308500478,0.618911175,0.576567972,0.775230818,0,0.73,10,0.65
NC Pasquotank County,43,0.2,0.13,0.1,0.43,0.541547278,0.552053486,0.710920089,0.926774912,1,0.73,10,0.65
NC Pender County,43.1,0.18,0.12,0.09,0.39,0.407831901,0.376950016,0.879019421,0.432028017,0,0.73,10,0.65
NC Perquimans County,32.9,0.2,0.13,0.1,0.43,0.508436804,0.739255014,0.972938555,0.734479465,0,0.73,10,0.65
NC Person County,46.5,0.22,0.15,0.12,0.49,0.415791149,0.623049984,0.812480102,0.64883795,0,0.73,10,0.65
NC Pitt County,44.7,0.19,0.13,0.1,0.42,0.4110156,0.460681312,0.698503661,0.857051894,1,0.73,10,0.65
NC Polk County,42,0.2,0.13,0.1,0.43,0.304998408,0.432983126,0.650111429,0.711875199,0,0.73,10,0.65
NC Randolph County,35.6,0.22,0.15,0.12,0.49,0.366125438,0.724291627,0.921044253,0.718242598,0,0.73,10,0.65
NC Richmond County,38.8,0.23,0.15,0.12,0.5,0.476599809,0.964660936,0.82489653,0.925819803,0,0.73,10,0.65
NC Robeson County,31.6,0.26,0.17,0.13,0.56,0.558102515,0.994269341,0.673034066,0.956383317,0,0.73,10,0.65
NC Rockingham County,41.8,0.21,0.14,0.11,0.46,0.461318052,0.88061127,0.826806749,0.836357848,0,0.73,10,0.65
NC Rowan County,36.4,0.21,0.15,0.11,0.47,0.457179242,0.605539637,0.857370264,0.670168736,0,0.73,10,0.65
NC Rutherford County,34.8,0.2,0.13,0.1,0.43,0.398917542,0.807067813,0.805475963,0.895574658,0,0.73,10,0.65
NC Sampson County,41.7,0.21,0.14,0.11,0.46,0.453040433,0.937599491,0.787647246,0.914040115,0,0.73,10,0.65
NC Scotland County,38.6,0.23,0.15,0.12,0.5,0.537726839,0.927411652,0.655205349,0.945558739,0,0.73,10,0.65
NC Stanly County,27.5,0.19,0.14,0.1,0.43,0.453677173,0.267749124,0.944603629,0.563833174,0,0.73,10,0.65
NC Stokes County,32.9,0.21,0.14,0.11,0.46,0.345113021,0.741165234,0.929640242,0.423432028,0,0.73,10,0.65
NC Surry County,41.8,0.21,0.14,0.11,0.46,0.307545368,0.864374403,0.686723973,0.854504935,0,0.73,10,0.65
NC Swain County,48.7,0.2,0.14,0.1,0.44,0.46895893,0.928048392,0.445081184,0.936326011,0,0.73,10,0.65
NC Transylvania County,49.2,0.18,0.12,0.09,0.39,0.340974212,0.357847819,0.739891754,0.539955428,0,0.73,10,0.65
NC Tyrrell County,38.5,0.19,0.13,0.1,0.42,0.462591531,0.906080866,0.962113976,0.911493155,0,0.73,10,0.65
NC Union County,46,0.18,0.12,0.1,0.4,0.356892709,0.055078001,0.94110156,0.303088188,0,0.73,10,0.65
NC Vance County,42,0.2,0.13,0.1,0.43,0.375994906,0.850684495,0.82330468,0.932823941,1,0.73,10,0.65
NC Wake County,64.4,0.15,0.1,0.08,0.33,0.317414836,0.081502706,0.662527857,0.231773321,1,0.73,10,0.65
NC Warren County,38.6,0.21,0.14,0.11,0.46,0.444444444,0.975803884,0.972301815,0.93982808,1,0.73,10,0.65
NC Washington County,40.5,0.19,0.13,0.1,0.42,0.596625279,0.957020057,0.870741802,0.960840497,1,0.73,10,0.65
NC Watauga County,53.1,0.2,0.14,0.11,0.45,0.339063992,0.190066858,0.512893983,0.562878064,1,0.73,10,0.65
NC Wayne County,41.9,0.22,0.14,0.11,0.47,0.320916905,0.724291627,0.732250876,0.908627826,0,0.73,10,0.65
NC Wilkes County,38.1,0.21,0.14,0.11,0.46,0.345113021,0.751353072,0.936326011,0.70741802,0,0.73,10,0.65
NC Wilson County,43.5,0.22,0.14,0.11,0.47,0.464820121,0.856415154,0.868831582,0.94269341,1,0.73,10,0.65
NC Yadkin County,39.7,0.2,0.14,0.11,0.45,0.2944922,0.871696912,0.979942693,0.70455269,0,0.73,10,0.65
NC Yancey County,43.5,0.2,0.14,0.11,0.45,0.507481694,0.796561605,0.852913085,0.807704553,0,0.73,10,0.65
ND Adams County,44,0.2,0.14,0.1,0.44,0.028971665,0.414836039,0.00127348,0.103151862,0,0.64,27,0.53
ND Barnes County,52.7,0.19,0.14,0.1,0.43,0.134988857,0.084686406,0.003502069,0.219356893,0,0.64,27,0.53
ND Benson County,41.8,0.19,0.14,0.1,0.43,0.290353391,0.957975167,0.498567335,0.70455269,0,0.64,27,0.53
ND Billings County,18.6,0.2,0.14,0.1,0.44,0.111747851,0.247373448,0.678446355,0.00063674,0,0.64,27,0.53
ND Bottineau County,44,0.19,0.14,0.1,0.43,0.226361032,0.11524992,0.29512894,0.006367399,0,0.64,27,0.53
ND Bowman County,36.3,0.2,0.14,0.1,0.44,0.229226361,0.016236867,0.071951608,0.054759631,0,0.64,27,0.53
ND Burke County,33.1,0.2,0.14,0.1,0.44,0.06176377,0.110792741,0.29703916,0.017510347,0,0.64,27,0.53
ND Burleigh County,42.3,0.17,0.12,0.08,0.37,0.040114613,0.035339064,0.027698185,0.070041388,0,0.64,27,0.53
ND Cass County,51,0.18,0.12,0.08,0.38,0.122254059,0.052849411,0.023559376,0.113976441,0,0.64,27,0.53
ND Cavalier County,51.8,0.17,0.12,0.08,0.37,0.162687042,0.340019102,0.192932187,0.007959249,0,0.64,27,0.53
ND Dickey County,45.6,0.19,0.14,0.1,0.43,0.121298949,0.025151226,0.005093919,0.041706463,0,0.64,27,0.53
ND Divide County,37.1,0.2,0.14,0.1,0.44,0.204075135,0.23400191,0.052212671,0.122254059,0,0.64,27,0.53
ND Dunn County,20.3,0.2,0.14,0.1,0.44,0.206303725,0.29512894,0.29321872,0.171283031,0,0.64,27,0.53
ND Eddy County,45.8,0.19,0.14,0.1,0.43,0.165552372,0.540910538,0.340974212,0.2362305,0,0.64,27,0.53
ND Emmons County,30.6,0.17,0.12,0.08,0.37,0.134033747,0.549824897,0.067176059,0.018147087,0,0.64,27,0.53
ND Foster County,47.5,0.19,0.14,0.1,0.43,0.195797517,0.270614454,0.012416428,0.141674626,0,0.64,27,0.53
ND Golden Valley County,26.7,0.2,0.14,0.1,0.44,0.192932187,0.261700096,0.077363897,0.250557147,0,0.64,27,0.53
ND Grand Forks County,50.3,0.17,0.12,0.08,0.37,0.073861827,0.222222222,0.013053168,0.123845909,0,0.64,27,0.53
ND Grant County,18.2,0.2,0.14,0.1,0.44,0.135307227,0.533588029,0.078637377,0.015281757,0,0.64,27,0.53
ND Griggs County,43.3,0.17,0.12,0.08,0.37,0.158229863,0.11779688,0.030881885,0.019738937,0,0.64,27,0.53
ND Hettinger County,34.3,0.2,0.14,0.1,0.44,0.106653932,0.363896848,0.112702961,0.039796243,0,0.64,27,0.53
ND Kidder County,31,0.17,0.12,0.08,0.37,0.037886024,0.498248965,0.205348615,0.121935689,0,0.64,27,0.53
ND Logan County,32.3,0.17,0.12,0.08,0.37,0.102515123,0.452403693,0.187519898,0.033110474,0,0.64,27,0.53
ND Mercer County,33.8,0.2,0.14,0.1,0.44,0.264565425,0.222222222,0.021649156,0.153454314,0,0.64,27,0.53
ND Morton County,37.1,0.17,0.12,0.08,0.37,0.049028972,0.095510984,0.371537727,0.007004139,0,0.64,27,0.53
ND Mountrail County,41.8,0.2,0.14,0.1,0.44,0.221267112,0.386819484,0.121935689,0.440305635,0,0.64,27,0.53
ND Nelson County,62,0.19,0.14,0.1,0.43,0.078319007,0.396370583,0.049028972,0.049347342,0,0.64,27,0.53
ND Oliver County,21.1,0.2,0.14,0.1,0.44,0.127029608,0.344476281,0.266157275,0.031836995,0,0.64,27,0.53
ND Pembina County,47.7,0.17,0.12,0.08,0.37,0.226361032,0.47023241,0.127984718,0.086914995,0,0.64,27,0.53
ND Pierce County,40.6,0.19,0.14,0.1,0.43,0.224769182,0.219675263,0.052849411,0.024514486,0,0.64,27,0.53
ND Ramsey County,49.2,0.19,0.14,0.1,0.43,0.105380452,0.420566699,0.014963387,0.461954791,0,0.64,27,0.53
ND Ransom County,53.3,0.19,0.14,0.1,0.43,0.091372174,0.113658071,0.024514486,0.11843362,0,0.64,27,0.53
ND Renville County,31.1,0.2,0.14,0.1,0.44,0.084368036,0.069723018,0.318051576,0.00254696,0,0.64,27,0.53
ND Richland County,45.7,0.19,0.14,0.1,0.43,0.127029608,0.079592486,0.421203438,0.113021331,0,0.64,27,0.53
ND Rolette County,52.6,0.19,0.14,0.1,0.43,0.341929322,0.849729386,0.095192614,0.797516714,1,0.64,27,0.53
ND Sargent County,52.1,0.19,0.14,0.1,0.43,0.128939828,0.06112703,0.52976759,0.005730659,0,0.64,27,0.53
ND Sheridan County,33,0.19,0.14,0.1,0.43,0.051894301,0.602992677,0.153454314,0.033428844,0,0.64,27,0.53
ND Sioux County,35.1,0.2,0.14,0.1,0.44,0.35084368,0.934415791,0.426297358,0.864692773,1,0.64,27,0.53
ND Slope County,10.8,0.2,0.14,0.1,0.44,0.092645654,0.142311366,0.580388411,0.00159185,0,0.64,27,0.53
ND Stark County,31.4,0.2,0.14,0.1,0.44,0.090098695,0.251512257,0.042024833,0.260426616,0,0.64,27,0.53
ND Steele County,44.3,0.17,0.12,0.08,0.37,0.086914995,0.011142948,0.516714422,0.005093919,0,0.64,27,0.53
ND Stutsman County,48.2,0.19,0.14,0.1,0.43,0.044571792,0.171601401,0.120662209,0.46768545,0,0.64,27,0.53
ND Towner County,39.6,0.17,0.12,0.08,0.37,0.217446673,0.620821394,0.027379815,0.402101242,0,0.64,27,0.53
ND Traill County,45,0.17,0.12,0.08,0.37,0.136899077,0.017510347,0.080547596,0.085323145,0,0.64,27,0.53
ND Walsh County,49.2,0.17,0.12,0.08,0.37,0.209805794,0.47086915,0.019738937,0.23654887,0,0.64,27,0.53
ND Ward County,38.7,0.2,0.14,0.1,0.44,0.086278255,0.063037249,0.082457816,0.069404648,0,0.64,27,0.53
ND Wells County,39.7,0.19,0.14,0.1,0.43,0.102833493,0.155682904,0.062082139,0.036612544,0,0.64,27,0.53
ND Williams County,24.1,0.2,0.14,0.1,0.44,0.064310729,0.219675263,0.089461955,0.402737982,0,0.64,27,0.53
NE Adams County,21.3,0.13,0.09,0.05,0.27,0.110156001,0.395415473,0.043616683,0.567971983,0,0.66,22,0.54
NE Antelope County,22.8,0.13,0.08,0.05,0.26,0.349570201,0.416746259,0.016555237,0.147405285,0,0.66,22,0.54
NE Arthur County,5,0.13,0.09,0.05,0.27,0.223177332,0.362941738,0.596625279,0.196434257,0,0.66,22,0.54
NE Banner County,13,0.13,0.08,0.05,0.26,0.159503343,0.401146132,0.76185928,0.052531041,0,0.66,22,0.54
NE Blaine County,14,0.14,0.09,0.06,0.29,0.35211716,0.218720153,0.594715059,0.0582617,0,0.66,22,0.54
NE Boone County,34.8,0.13,0.08,0.05,0.26,0.328239414,0.084686406,0.063992359,0.201528176,0,0.66,22,0.54
NE Box Butte County,11.7,0.13,0.08,0.05,0.26,0.297357529,0.199617956,0.046482012,0.465456861,0,0.66,22,0.54
NE Boyd County,22.5,0.13,0.08,0.05,0.26,0.342884432,0.521808341,0.132760267,0.337790513,0,0.66,22,0.54
